player_id,avg_rating,rating_band,n_games,anomaly_votes,ensemble_confident,top_feature_1,z_score_1,explanation_1,confident_1,top_feature_2,z_score_2,explanation_2,confident_2,top_feature_3,z_score_3,explanation_3,confident_3,summary
jalal1361,1539.0,1400-1600,17,2,False,rating_volatility,2.13,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,avg_turns,0.96,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,timeout_loss_rate,-0.82,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,Flagged primarily due to: rating volatility. 2 of 3 voters agreed.
Roni_Santos,2021.0,2000-2200,25,2,False,avg_turns,4.0,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,victory_efficiency,3.88,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,rating_gain,3.77,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,Flagged primarily due to: rating gain. 2 of 3 voters agreed.
Mihail22,1791.0,1600-1800,43,2,False,rating_gain,1.45,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,rating_volatility,0.82,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,opening_ply_ratio,-0.64,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,"Flagged primarily due to: rating gain, rating volatility. 2 of 3 voters agreed."
zfab,1942.0,1800-2000,134,2,False,win_rate,2.05,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,timeout_loss_rate,-0.7,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,avg_turns,-0.69,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,Flagged by statistical model — top deviating features are not directly interpretable as cheating signals. Warrants human review.
dothanhcatluong,1820.0,1800-2000,15,2,False,comeback_rate,2.76,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,win_rate,2.18,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,timeout_loss_rate,-0.78,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,Flagged primarily due to: comeback rate. 2 of 3 voters agreed.
marat1963,1758.0,1600-1800,19,2,False,underdog_win_rate,0.91,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,avg_acpl_endgame_band_z,-0.84,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,win_rate,0.8,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,"Flagged primarily due to: underdog win rate, avg acpl endgame (band-normalised). 2 of 3 voters agreed."
franckchess,2107.0,2000-2200,41,2,False,underdog_win_rate,2.45,Wins against much stronger opponents (100+ Elo higher) at an unusual rate — for a human this is statistically improbable over many games,True,comeback_rate,1.17,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_acpl_endgame_band_z,-1.13,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,"Flagged primarily due to: underdog win rate, comeback rate. 2 of 3 voters agreed."
IanOnAcid,1459.0,1400-1600,55,2,False,rating_volatility,2.43,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,rating_gain,1.91,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,win_rate,1.15,"Win rate is unusually high — in a stable Elo system win rates converge toward ~50%, so sustained deviation is notable",False,"Flagged primarily due to: rating volatility, rating gain. 2 of 3 voters agreed."
chessrgood,1966.0,1800-2000,31,2,False,avg_acpl_endgame_band_z,-0.81,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,opening_ply_ratio,-0.66,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,victory_efficiency,-0.63,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: avg acpl endgame (band-normalised). 2 of 3 voters agreed.
Irinao,1650.0,1600-1800,24,2,False,rating_gain,1.11,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,opening_ply_ratio,-0.41,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,timeout_loss_rate,-0.39,Rarely or never loses on time — engine users respond instantly and never run out of clock; a zero timeout-loss rate at any rating level is a supporting signal,False,Flagged primarily due to: rating gain. 2 of 3 voters agreed.
mec_engineer,1979.0,1800-2000,21,2,False,best_move_rate_band_z,2.46,Finds optimal moves at an unusually high rate for their rating band — engines consistently find the best move; humans at this Elo don't,True,acpl_phase_gap_band_z,0.61,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,avg_turns,0.5,Unusual game length distribution — flagged by the statistical model but no single clear interpretation,False,"Flagged primarily due to: best move rate (band-normalised), acpl phase gap (band-normalised). 2 of 3 voters agreed."
Dhoov2,1634.0,1600-1800,22,2,False,rating_volatility,2.86,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,opening_ply_ratio,1.99,Unusual opening depth relative to rating — flagged by the model; not a strong standalone cheating signal,False,victory_efficiency,1.77,Unusual game outcome efficiency — flagged by the model; interpretation is not straightforward,False,Flagged primarily due to: rating volatility. 2 of 3 voters agreed.
elchinasad,1479.0,1400-1600,35,2,False,comeback_rate,1.11,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,avg_acpl_endgame_band_z,-0.92,Endgame ACPL is unusually low for their rating band — engines play endgames with near-perfect technique,True,acpl_phase_gap_band_z,0.69,"Large gap between opening and middlegame accuracy — plays at roughly human level in the opening, then dramatically better in the middlegame; consistent with turning on an engine once the position moves beyond memorised theory",True,"Flagged primarily due to: comeback rate, avg acpl endgame (band-normalised). 2 of 3 voters agreed."
zendubend,1464.0,1400-1600,18,2,False,rating_volatility,2.0,Rating changes erratically — could indicate sandbagging (deliberately losing to lower rating) or a new account climbing quickly,True,comeback_rate,1.11,Escapes clearly losing positions (eval < -1.5 pawns) at an unusual rate — this is extremely hard for humans but routine for engines,True,rating_gain,0.93,Large total Elo gain over the observed period — a jump of 300+ Elo in a single month far exceeds normal human improvement rates regardless of experience level,True,"Flagged primarily due to: rating volatility, comeback rate. 2 of 3 voters agreed."
